_id,date,user_id,text,hashtags
1240987435129077763,2020-03-20T13:03:55.000Z,GappistanRadio,"Announced package, got lots of positive PR, then remembered paise to hain hi nahi 🤷🏽‍♂️",[]
1240666116671733762,2020-03-19T15:47:07.000Z,drthomasisaac,What a contrast between PM’s speech and  today’s daily briefing of Kerala CM. Kerala announces income transfer of ₹… https://t.co/CEeb1vVzNE,[]
1240998893933871104,2020-03-20T13:49:27.000Z,subhendubhatt,"@RichuPailythan1 @deeppy @sardesairajdeep Yes, the budget kept aside for freeloader press to promote the kerala gov… https://t.co/oX8fZM6UsP",[]
1240851107158446080,2020-03-20T04:02:12.000Z,SuryahSG,"No Colleges of worth in Kerala. Every year 1000s of Keralites after 12th standard move to Coimbatore, Chennai, Bang… https://t.co/XhCSQkbPiJ",[]
1241003727680487425,2020-03-20T14:08:40.000Z,avarakai,"TN closed all the borders with neighbouring states of KL, KA &amp; AP.

Now, it is time for Karnataka to close the bord… https://t.co/XN2Og85c4L",[]
1241005676798697472,2020-03-20T14:16:24.000Z,MathaiPaulose7,"To end sexual exploitation from corrupted Church leadership.
We request your intervention to
Implement #ChurchAct… https://t.co/wb2h5K4pDV","[{""text"":""ChurchAct"",""indices"":[103,113]}]"
1240994881914322944,2020-03-20T13:33:31.000Z,chinmoyee5,@gokulchan @IYC Don't politicize everything Sir.  It's not like Congressi.. the step taken by the Kerala Govt will… https://t.co/oahwZCwiWE,[]
1241005681190174720,2020-03-20T14:16:25.000Z,thelede_in,"#Alert : TN partially closes borders with neighbouring states of Karnataka, Kerala &amp; AP, restricts movement of road… https://t.co/C2NPYLR6jg","[{""text"":""Alert"",""indices"":[0,6]}]"
1241001665920028677,2020-03-20T14:00:28.000Z,rameshlaus,"#BREAKING : TN closes road/land borders with Kerala, Karnataka and AP till March 31st.. 

Except for Goods and very… https://t.co/UnMTiumC4G","[{""text"":""BREAKING"",""indices"":[0,9]}]"
1240998980768550914,2020-03-20T13:49:48.000Z,avarakai,"I am more worried about Kerala, TN &amp; Karnataka these days. One big chunk could go berserk due to inefficient KL adm… https://t.co/XMNuTaXnP3",[]
1240937210309795840,2020-03-20T09:44:21.000Z,mihirssharma,Unbelievable,[]
1240996888301584385,2020-03-20T13:41:29.000Z,hope_tree2010,India’s Supreme Court stayed the orders passed by the High Courts of Allahabad and Kerala which restrained all reco… https://t.co/nuNepCSIth,[]
1240919859619196933,2020-03-20T08:35:24.000Z,PadmajaJoshi,"COVID-19: Two Catholic priests booked in Kerala for violating orders by conducting mass. If convicted, face 6-month… https://t.co/8h0NPWMiYs",[]
1240996937672749059,2020-03-20T13:41:41.000Z,ANI,"12 more persons have tested positive for #COVID19 in Kerala- 5 in Ernakulam, 6 in Kasaragod and 1 in Palakkad. Ther… https://t.co/j1XKN4gMKV","[{""text"":""COVID19"",""indices"":[41,49]}]"
1240999299783131136,2020-03-20T13:51:04.000Z,ThanthiTV,கேரளாவில் மேலும் 12 பேருக்கு கொரோனா பாதிப்பு உறுதி.மாநிலத்தில் கொரோனா பாதித்தவர்களின் எண்ணிக்கை 40 ஆக உயர்வு - கேரள… https://t.co/8yvs8Adjey,[]
1240925704298082309,2020-03-20T08:58:37.000Z,t_d_h_nair,"Fighting an epidemic:

Kerala govt: Without differentiating families based on BPL and APL cards, everyone will be g… https://t.co/lLHGh63i3k",[]
1240978106099220480,2020-03-20T12:26:51.000Z,ajumathew_,If any place in india can #flattenthecurve it is #Kerala. Every junction has a public hand wash station. Every stor… https://t.co/9rEoiJfDZO,"[{""text"":""flattenthecurve"",""indices"":[26,42]},{""text"":""Kerala"",""indices"":[49,56]}]"
1241005716778827778,2020-03-20T14:16:34.000Z,gassygoats,@ctampi @Suvarna_haridas @vijayanpinarayi @mallucomrade @aju000 @pratheesh @subindennis Bloody mallu b@strsd are go… https://t.co/nCquYSo2Wd,[]
1241005227655827456,2020-03-20T14:14:37.000Z,arunjei,"Tamil Nadu to stop regular vehicle traffic, except essential services, with Kerala, Karnataka and Andhra from Satur… https://t.co/fOyEaJiIwD",[]
1241005723288391680,2020-03-20T14:16:35.000Z,Sudarshansunil_,"Tamil Nadu Govt restricts vehicular movement in the borders, bans entry of non essential vehicles from neighbouring… https://t.co/STVgYHTBR1",[]
1240835010778689536,2020-03-20T02:58:14.000Z,sardesairajdeep,"As the PM prepares to interact with state CMs, the one state he and others may wish to hold up as a exemplar in fig… https://t.co/h5HqGX1pfr",[]
1240991800325582848,2020-03-20T13:21:16.000Z,chinmoyee5,@VenesaHermijil No madam.. this is my personal handle. I like the step taken by Kerala Govt. That's y sharing.. Not… https://t.co/sYbsDemUhc,[]
1241005736424927232,2020-03-20T14:16:38.000Z,thatsMalayalam,"പാലക്കാട് 1, കൊച്ചിയിൽ 5, കാസർകോഡ് 6! സ്ഥിതി ഗൗരവതരം! കാസര്‍കോട്ടെ സ്ഥിതി വിചിത്രമെന്ന് മുഖ്യമന്ത്രി… https://t.co/cQkXLmBLHe",[]
1240889851102162944,2020-03-20T06:36:09.000Z,SwarajyaMag,"Kerala: Three Men Escape Coronavirus Quarantine Centre; One Travels Via Multiple Trains To Assam

https://t.co/UZSC8E85MO",[]
1240986512902127616,2020-03-20T13:00:15.000Z,JournoAshutosh,India's corona positive count reaches 252 after 5 more samples detected positive in Kerala's Ernakulam.,[]
1240968740843294721,2020-03-20T11:49:38.000Z,DravidianWing,மொட்டை மாடியில் நின்னு கைதட்டுங்க - இந்திய பிரதமர் 😭,[]
1240936672818151425,2020-03-20T09:42:12.000Z,LiveLawIndia,Kerala HC Slaps 50K Costs On Man Who Moves Court Seeking Home Delivery Of Liquor In View Of COVID 19 Outbreak  [Rea… https://t.co/NQhnXUJi2G,[]
1240944978421075971,2020-03-20T10:15:13.000Z,sahiyovoices,"While it is generally considered to be prevalent only in the Dawoodi Bohra community and its sub-sects, Sahiyo's in… https://t.co/k41RtFayjv",[]
1240721225501949952,2020-03-19T19:26:06.000Z,UmarKhalidJNU,"My political differences with CPI(M) notwithstanding, I have to say this - @vijayanpinarayi has been quite statesma… https://t.co/zdhTzSdgH5",[]
1240991921020919815,2020-03-20T13:21:45.000Z,kiranshaw,"COVID-19: Kerala announces Rs 20000 cr revival package, free cereals for all for a month | The News Minute  https://t.co/GpHsmF37zZ",[]
1241005774387757059,2020-03-20T14:16:48.000Z,MidhunGopinathK,"this video will tell you about the two rulers , their attitude and concerns towards to the people. A clear picture… https://t.co/yok0retB52",[]
1241005779169062912,2020-03-20T14:16:49.000Z,NoOne11796069,Chutiya!! Commies never get their shit in order ! 😂,[]
1241005779546591233,2020-03-20T14:16:49.000Z,SirACLTwts,https://t.co/lUmsjFpMBs,[]
1241005505012613120,2020-03-20T14:15:43.000Z,meghakaveri,"TN shuts border with Kerala, Karnataka and AP, only essential travel allowed #Coronavirus https://t.co/hHbNfk1f9W","[{""text"":""Coronavirus"",""indices"":[77,89]}]"
1241005780645613569,2020-03-20T14:16:49.000Z,priyankathiru,"TN shuts border ❌❌ with Kerala, Karnataka and AP, only essential travel allowed. Please read and avoid travel 👇👇
 https://t.co/EXsL7xf3to",[]
1241000540743426048,2020-03-20T13:56:00.000Z,PTI_News,"Twelve more people test positive for coronavirus, taking the number of cases in Kerala to 37: Chief Minister Pinarayi Vijayan",[]
1240925926768156674,2020-03-20T08:59:30.000Z,thekorahabraham,"They say that all this floods, Nipah and Corona outbreak is god unleashing his fury on ""Commie"" Kerala. 
What they… https://t.co/gB27CuGJJ4",[]
1241005788228775936,2020-03-20T14:16:51.000Z,BradleyPitt6,Lock down in phases..,[]
1241005789931646978,2020-03-20T14:16:51.000Z,krishsitaraman,@ShashiTharoor @keralapolice @DelhiPolice Cant you see an Indian in Mr Shahjehan? Why are you reducing your thinkin… https://t.co/dM629LGm83,[]
1240679447193243648,2020-03-19T16:40:05.000Z,sumitkashyapjha,"Communists do better PR than Right Wing.

Both equally farzi though.

Problem is, just like Modi supporters, anti-M… https://t.co/EV0OST19uM",[]
1241005789944451081,2020-03-20T14:16:51.000Z,JatNationalist,🚨🚨🚨🚨,[]
1241005398955405312,2020-03-20T14:15:18.000Z,KavyaSree19941,"20,000Cr Flop Project!! 😡🙏
Dedicated to all Cyber Comrades..",[]
1240937720681123841,2020-03-20T09:46:22.000Z,sumanthraman,Social distancing in TASMAC shops just like in Kerala.,[]
1240835999468412928,2020-03-20T03:02:10.000Z,vinitgoenka,"#NirbhayaCase Finally rapists hanged. 

Waiting for the day when the nuns suffering in #Kerala get Justice and rapi… https://t.co/7hohcRcm3e","[{""text"":""NirbhayaCase"",""indices"":[0,13]},{""text"":""Kerala"",""indices"":[87,94]}]"
1241005801919021058,2020-03-20T14:16:54.000Z,hellosingto,"see. these r d ppl who deserves appreciation. Stan them. They care for us., for them n for everyone.",[]
1240997677501796355,2020-03-20T13:44:37.000Z,dhanyarajendran,Kerala has 12 new cases today. Spike in numbers. This includes the five UK tourists we reported on earlier. 6 new c… https://t.co/7IppPf0Goa,[]
1241005811138088961,2020-03-20T14:16:56.000Z,AYYANSELVA,@winning4sure @jlxmi @narendramodi Flood relief  scam a blot on  Kerala govt - The New Indian Express https://t.co/VbrCc31pQC,[]
1241004309803757569,2020-03-20T14:10:58.000Z,Aryanwarlord,"Inter state lockdown begins with #TamilNadu . #Maharashtra , #Kerala &amp; #Karnataka need to go into a similar… https://t.co/Ku4OMxsLgF","[{""text"":""TamilNadu"",""indices"":[33,43]},{""text"":""Maharashtra"",""indices"":[46,58]},{""text"":""Kerala"",""indices"":[61,68]},{""text"":""Karnataka"",""indices"":[75,85]}]"
1241005841026658305,2020-03-20T14:17:03.000Z,DhruvaAnegundi,"@nanuramu @vijayanpinarayi Why you want destroy India.
Kerala is reported second highest people infected by… https://t.co/TULdEPbWyL",[]
1240943356626087937,2020-03-20T10:08:46.000Z,PonnathPuraaNa,Centre approached Supreme Court to stop Kerala from launching a welfare measure to give respite to Keralites during… https://t.co/lpIOj8HXhy,[]
1240988137855180800,2020-03-20T13:06:43.000Z,dhanyarajendran,Five UK tourists who had tried to flee from India (Munnar in Kerala) test positive for coronavirus. They are all in… https://t.co/D16Kr5jCDG,[]
1241005856444928000,2020-03-20T14:17:07.000Z,anna_isaac,"TN shuts border with Kerala, Karnataka and AP, only essential travel allowed https://t.co/pzs92roffN",[]
1241005347197857792,2020-03-20T14:15:06.000Z,NewIndianXpress,Fourth time is the charm? Young lovers Prem and Sandra in Kerala's Kozhikode had to drop their wedding plan for the… https://t.co/esFfJIsFDp,[]
1241003595048206343,2020-03-20T14:08:08.000Z,SeshanAshok,"Birthday wishes honarable chief minister of Kerala Mr. Binaray vijayan. 
Ms. Rani Mukherjee and Ms. Shobana. 
21.03… https://t.co/ljzo9Jkc1b",[]
1240996046496346112,2020-03-20T13:38:08.000Z,vidyadharansovi,"#COVID19 #Kerala
CM @vijayanpinarayi: Government offices in Kasaragod to be closed for one week. Clubs and places o… https://t.co/74KB0MjhAY","[{""text"":""COVID19"",""indices"":[0,8]},{""text"":""Kerala"",""indices"":[9,16]}]"
1241005878792171520,2020-03-20T14:17:12.000Z,gassygoats,@GiwargisG @Suvarna_haridas @vijayanpinarayi @mallucomrade @aju000 @pratheesh @subindennis Bloody mallu b@strads ar… https://t.co/oJ9jB1u0g9,[]
1241005889470861313,2020-03-20T14:17:15.000Z,f9221f0354d54c0,"https://t.co/ItWOxunPF8

ದೇವರ ನಾಡಲ್ಲಿ ರಾಕ್ಷಸ ವೈರಸ್ ಆರ್ಭಟ..! ಮಂಗಳೂರು, ಮಡಿಕೇರಿ ಜನರೇ ಹುಷಾರ್..! 

#coronaviruskerala","[{""text"":""coronaviruskerala"",""indices"":[94,112]}]"
1241005891551244288,2020-03-20T14:17:15.000Z,brijesh_net,@ShivAroor @ShefVaidya Wow speak on Kerala!!!,[]
1241001899047911424,2020-03-20T14:01:24.000Z,Forumkeralam1,"12 new positive cases today. 6 at Kasargode, 5 at Cochin and 1 at Palakkad

Total cases stands at 40

#CoronaVirusUpdate #Kerala","[{""text"":""CoronaVirusUpdate"",""indices"":[102,120]},{""text"":""Kerala"",""indices"":[121,128]}]"
1241005376541085701,2020-03-20T14:15:13.000Z,chitrankhatak,"ये ही सच्चा जनसेवक है
खाली पीली थाली नहीं बजाता",[]
1241005905535107073,2020-03-20T14:17:19.000Z,Ramakri39056152,"This region of earth called Kerala is centuries ahead ,with all the limitations; started the journey on 5th March 1… https://t.co/tfktdJzHp4",[]
1240891689696284673,2020-03-20T06:43:28.000Z,LiveLawIndia,Breaking: Supreme court stays the orders of Kerala and Allahabad High Court which restrained Centre from recovering… https://t.co/WivDBoHygX,[]
1241005919351144449,2020-03-20T14:17:22.000Z,quantum_kashish,Isn't it exploding,[]
1241005427191468034,2020-03-20T14:15:25.000Z,FinancialXpress,"#CoronaVirusUpdates #Lucknow's Taj Hotel, where singher Kanika Kapoor attended a party, has been closed till furthe… https://t.co/OlZHuqUu0t","[{""text"":""CoronaVirusUpdates"",""indices"":[0,19]},{""text"":""Lucknow"",""indices"":[20,28]}]"
1241005940771438593,2020-03-20T14:17:27.000Z,ThalaCr7,"ரைட்டு எங்கடா அங்க நின்னுட்டு
இருந்த நம்ம மதுரை பஸ்ஸு அது போறதுக்குள்ள வேகமா பிடிங்கடா 😢😢🏃 https://t.co/0KUfEr5OEE",[]
1240987700670468096,2020-03-20T13:04:58.000Z,t_d_h_nair,"Why Kerala is more advanced in most of the Social Development Indices in comparison to many other Indian states?

M… https://t.co/pL0RPqhkNf",[]
1241005966612725761,2020-03-20T14:17:33.000Z,68263dc8ad77426,@akshaykumar @narendramodi That's a good initiative to thank everyone serving but what about considering work on su… https://t.co/Fri14Vyooa,[]
1241005966604120064,2020-03-20T14:17:33.000Z,CJMahalakshmi,"நாளை முதல் 31-ம் தேதி வரை வெளிமாநில வாகனங்கள் தமிழகத்துக்குள் நுழையத் தடை!

TN Govt restricts vehicular movement in… https://t.co/yjmVqAUesX",[]
1240997698616115201,2020-03-20T13:44:42.000Z,reghuvamsom,"12 new Covid 19 cases in Kerala, says @CMOKerala",[]
1240991409911431168,2020-03-20T13:19:43.000Z,Ajeetpsinghmpi,"प्रकाश राज का पीएम मोदी की 'जनता कर्फ्यू' की अपील पर Tweet, लिखा- केरल ने जो किया उसके बारे में भी जरा सोचें...… https://t.co/vEMJhSsA3u",[]
1241005987009564674,2020-03-20T14:17:38.000Z,sajagnagarik,"Recovered patients after Corona. 
Maharashtra- 5
Kerala - 3
Karnatak-3
Note- Source Online media Etv Bharat.
======… https://t.co/NOD9xkKEiy",[]
1241006004109602816,2020-03-20T14:17:42.000Z,laxmi407,#coronavirusindia is becoming scarier with no of cases rising exponentially in India. We all r in great danger. Res… https://t.co/OnmlBGbO7F,"[{""text"":""coronavirusindia"",""indices"":[0,17]}]"
1240936246274220032,2020-03-20T09:40:31.000Z,kavita_krishnan,"ना मदद करूँगा, न करने दूँगा! Kerala &amp; Allahabad HCs restrained Centre from coercively recovering taxes in… https://t.co/RqFl8WseyN",[]
1241006028742782978,2020-03-20T14:17:48.000Z,AashishKhetan,"Kerala announces Rs 20000 cr revival package, free cereals for all for a month https://t.co/W7v6GXYOTM",[]
1240922478563614721,2020-03-20T08:45:48.000Z,NewIndianXpress,"47-year-old Coronavirus patient who arrived from Dubai did not report to the health department for five days, but w… https://t.co/kNcuDVSIxY",[]
1241001627781337089,2020-03-20T14:00:19.000Z,pragashrgoundar,Kerala importing Corana. https://t.co/0uZTGAv12R,[]
1240858116058517506,2020-03-20T04:30:03.000Z,Karthik1423,Kerala 🙏🙏🙏👌👌👌👌 https://t.co/EGFeurWERm,[]
1240999385359507456,2020-03-20T13:51:24.000Z,SnehaMKoshy,Update @7;15 pm : 12 new cases of #CoronaVirus in total confirmed in #Kerala on Friday. 5 foreigners who were in th… https://t.co/bFKC5fce4G,"[{""text"":""CoronaVirus"",""indices"":[34,46]},{""text"":""Kerala"",""indices"":[69,76]}]"
1241006058077741056,2020-03-20T14:17:55.000Z,lakhinathan,"Tamil Nadu govt bans entry of vehicles from Kerala, Karnataka and Andhra Pradesh into the state till March 31st. Ve… https://t.co/ucGHoBVyYX",[]
1240854459971825665,2020-03-20T04:15:31.000Z,SuryahSG,Sincerely request @vijayanpinarayi to stop your gimmicks &amp; ₹1000s of crores PR exercise &amp; spend those monies on bui… https://t.co/eaVd6hrFqi,[]
1240978419946405888,2020-03-20T12:28:06.000Z,AkshayKatariyaa,"Kerala has nothing, no industries, no jobs nothing their only source of income is tourism. Half of the Keralites ar… https://t.co/hTz2KzdC07",[]
1241006063593369604,2020-03-20T14:17:56.000Z,NewsLiveGhy,#Assam: Train with 2000 passengers from Kerala arrives in Guwahati https://t.co/RaIe9eAuWo,"[{""text"":""Assam"",""indices"":[0,6]}]"
1240929455947698176,2020-03-20T09:13:32.000Z,sindhan,"இதற்கு என்ன பெயர் வைக்கலாம்?

மோடி சாரே @PMOIndia",[]
1240895513668603904,2020-03-20T06:58:39.000Z,AndColorPockeT,Kerala government that didn't have 2000 crores during floods last year is now giving 20000 crores among public to fight Corona.,[]
1240989766436306945,2020-03-20T13:13:11.000Z,BrijBala_,"Mallu commies are grade A morons.

I asked one why we shouldn’t vote BJP if they governed our states better.

Commi… https://t.co/pOeB57cKuY",[]
1241006100792537088,2020-03-20T14:18:05.000Z,vilakudy,TN in self-isolation. Other states might follow suit.,[]
1241006101962747905,2020-03-20T14:18:06.000Z,oneindiaHindi,"देश में बढ़े कोरोना वायरस के मामले, अब केरल में 12 संक्रमित लोगों की हुई पहचान
#Kerala #CoronavirusOutbreakindia 
https://t.co/yBigseqKaF","[{""text"":""Kerala"",""indices"":[79,86]},{""text"":""CoronavirusOutbreakindia"",""indices"":[87,112]}]"
1240892175652511745,2020-03-20T06:45:23.000Z,agmswami,"@SuryahSG @vijayanpinarayi No use. Even if they start engineering &amp; Science colleges, who will give them job in Ker… https://t.co/FA6hRHglgJ",[]
1240905963940401152,2020-03-20T07:40:11.000Z,VidyaKrishnan,"Cruelty is the point. And yet, they call themselves patriots. 

#Kerala is the only state rn in #India thats puttin… https://t.co/WeQHipsNPd","[{""text"":""Kerala"",""indices"":[64,71]},{""text"":""India"",""indices"":[96,102]}]"
1241006131088183297,2020-03-20T14:18:13.000Z,swatiatrest,"West Bengal and Kerala are already doing it 

What is the GoI doing to facilitate this? Where's the money?",[]
1240985103288811520,2020-03-20T12:54:39.000Z,PTI_News,Five foreign nationals under observation in Kochi test positive for coronavirus: Kerala minister V S Sunil Kumar,[]
1240899648333574145,2020-03-20T07:15:05.000Z,PawanDurani,"Most responsible drinkers on the earth are from Kerala, while maintaining a social distancing in the view of Corona… https://t.co/Vr1dQ4dNoV",[]
1241006132862185472,2020-03-20T14:18:13.000Z,slaychau,Water too,[]
1241006133600489472,2020-03-20T14:18:13.000Z,SamsonM55750618,@sandhiyaqueens Is she is a kerala chick or marathi,[]
1240990476234301442,2020-03-20T13:16:00.000Z,AgentSaffron,"Rubbish.

Kerala for eg. pays lesser GST than impoverished, landlocked Chhatisgarh.

All Indians pay taxes. Don't b… https://t.co/1zxSuAZqOU",[]
1241006138356719617,2020-03-20T14:18:14.000Z,UniversePragati,Five United Kingdom nationals who were in isolation ward at a hospital in Kochi have tested positive for #COVID19:… https://t.co/donshoQ0P3,"[{""text"":""COVID19"",""indices"":[105,113]}]"
1241006142626684934,2020-03-20T14:18:15.000Z,pramodunni,@chinmoyee5 @INCIndia @Inc Our young energetic workers. Pls understand our feeling. I don’t know from which part of… https://t.co/jQEvU8nlD6,[]
1241002940401246209,2020-03-20T14:05:32.000Z,Advaidism,"From the Press Meet of Kerala CM Pinarayi Vijayan. 

Major restrictions for Kasargode district.
&gt; Shops open only f… https://t.co/VoR69Ey1fL",[]
1241003105195417601,2020-03-20T14:06:11.000Z,TOIChennai,#TamilNadu govt restricts inter-state transport services with #Karnataka #AndhraPradesh and #Kerala till March 31.… https://t.co/fWVrXjJjao,"[{""text"":""TamilNadu"",""indices"":[0,10]},{""text"":""Karnataka"",""indices"":[62,72]},{""text"":""AndhraPradesh"",""indices"":[73,87]},{""text"":""Kerala"",""indices"":[92,99]}]"
1241000712105889793,2020-03-20T13:56:41.000Z,ranganaathan,"Kerala boasts of highest literacy rate, but fails to follow precautions during calamities. 
Its peculiar case where… https://t.co/6G2qEB3KiF",[]
1240993793001656325,2020-03-20T13:29:11.000Z,meenakshisharan,"Note in video,pillars raised around the Temple. Watch this Church structure Christians dared to erect on the face o… https://t.co/yGf1gtjB14",[]
1240995819395915776,2020-03-20T13:37:14.000Z,geetv79,"Will this interaction with CMs also be televised like his SAARC, or are performing CMs to be kept away from TV scre… https://t.co/P7bq8yzNi9",[]
1241003681807466497,2020-03-20T14:08:29.000Z,Forumkeralam1,"Government imposes severe measures at #Kasargode

All Religious spots to be closed for 2 weeks

All Govt offices to… https://t.co/WmVY3NwPPP","[{""text"":""Kasargode"",""indices"":[38,48]}]"
1241006202613456900,2020-03-20T14:18:30.000Z,mesopystic,Kerala has tested 3436 samples for a total of 40 cases. Maharashtra has 52 cases and how many samples tested??,[]
1241006218966994950,2020-03-20T14:18:34.000Z,TimesDemocracy,"Kerala CM @vijayanpinarayi says situation grave in Kasargod

All Government offices, clubs, places of worship in Ka… https://t.co/G4XWQeQl5G",[]
1240118269861822464,2020-03-18T03:30:10.000Z,nsui,"Kerala Student Union initiated a campaign ""Donate Blood, Save Life"" in the context of #COVID19 (Corona) pandemic. A… https://t.co/5zg05SPiCm","[{""text"":""COVID19"",""indices"":[86,94]}]"
1240946000535019521,2020-03-20T10:19:16.000Z,Atheist_Krishna,People who do this should be treated as CRIMINALS.,[]
1241006256434774020,2020-03-20T14:18:42.000Z,shorahealth,"How Kerala, the tiny state with large number of its people abroad handled covid19 proactively
India’s Kerala state… https://t.co/O7VICLmM06",[]
1240968566964248577,2020-03-20T11:48:57.000Z,ANI,"In the wake of #COVID19, Kerala govt has directed Travancore Devaswom Board &amp; Pathanamthitta dist admn not to allow… https://t.co/3x6PpP5NAB","[{""text"":""COVID19"",""indices"":[15,23]}]"
